BUKRS,BELNR,GJAHR,BUZEI,HKONT,KOSTL,WRBTR,DMBTR,WAERS,BUDAT,BLDAT,SGTXT
6000,254068,2022,2,006823272,KST001,777.03,"4,159",eur,16-06-2022,2022-11-05,
5000,ABC1744,2021,1,008551333,,NaN,2081.98,EUR,2023.06.01,04-10-2022,Vendor invoice
2000,101442,2022,3,005668449,KST002,ERROR,"1,393",EURO,28/09/2021,20-12-2022,Vendor invoice
4000,431005,2022,2,005830994,KST005,4281.78,661.79,USD,06/05/2023,2022.02.15,Invoice payment
6000,810773,2023,3,005172911,KST007,4665,2857,eur,2021-03-28,17-03-2023,
4000,315583,2021,1,007956024,KST005,1152,2929,USD,2022-10-27,2022.06.21,Payment received
2000,4414243690,2021,2,004628697,KST003,NaN,3643,EUR,27/03/2021,13-07-2021,Wrong amount
6000,740509,2022,3,006846810,KST004,2320,"1,872",EURO,11-01-2023,2021.01.03,Duplicate row
6000,ABC6316,2023,1,009478948,KST007,2700.54,691.8,USD,2021.10.07,2022.10.12,Wrong amount
6000,148713,2022,2,004836425,KST008,ERROR,"6,135",EUR,2023-09-08,2021-01-20,Wrong amount
4000,9616432344,2023,2,004580812,KST003,ERROR,4534.52,EUR,09/04/2023,2022-08-14,Invoice payment
5000,ABC4662,2022,2,006757095,KST008,NaN,"9,870",USD,25/07/2022,2022.06.11,Payment received
5000,ABC7975,2022,2,007311418,KST001,4440.51,3779,USD,2023-03-29,30-07-2022,Vendor invoice
1000,2278231642,2023,2,004471693,KST006,ERROR,"7,545",eur,04/04/2022,2023.07.31,Invoice payment
4000,5744695928,2023,1,005261454,KST006,ERROR,4392.78,EURO,19-08-2023,2021.10.04,Payment received
1000,ABC6448,2023,2,005239983,KST004,ERROR,4750,EUR,06/09/2023,15-05-2021,Wrong amount
5000,364548,2021,2,006475147,KST009,812.92,3491,EUR,2022.10.12,13/05/2021,Payment received
4000,5588997756,2021,3,004419515,KST009,NaN,"9,256",EUR,2023-06-26,2022-08-24,Payment received
3000,ABC6459,2022,1,005559033,KST001,ERROR,"3,568",EURO,2023.04.30,2021-09-14,Vendor invoice
3000,ABC2991,2023,3,004524229,KST004,NaN,"1,657",eur,2021-06-25,12-05-2022,Payment received
4000,ABC1524,2023,1,007929237,KST004,ERROR,3098.29,EURO,2021.12.02,14-02-2022,Payment received
6000,ABC6424,2021,1,009035947,,ERROR,1293.71,USD,30/06/2023,18/01/2022,Duplicate row
1000,261239,2023,1,006749982,KST002,2861,"4,888",EURO,13-07-2021,2021.10.23,Vendor invoice
4000,979155,2022,1,009307148,KST006,ERROR,"1,193",EURO,2023-05-28,2021.11.06,Duplicate row
4000,ABC3039,2022,2,008774693,KST009,1033,2941,eur,2021.09.29,2022.10.05,Duplicate row
1000,ABC7853,2022,3,008863350,KST002,ERROR,2152.15,USD,16-06-2023,2021.07.16,Wrong amount
2000,722508,2023,3,008307232,KST005,4608.6,"4,896",USD,06-07-2021,01-07-2022,Wrong amount
2000,ABC1411,2023,2,006250167,KST003,ERROR,"2,496",EUR,2023-02-07,01-01-2021,
5000,934984,2021,3,006771339,KST004,NaN,4357.19,eur,2022-08-02,2021-05-23,Payment received
4000,5514109476,2021,1,007121175,KST003,1523.09,3957.94,eur,07-12-2022,2022.01.01,Vendor invoice
2000,191269,2023,2,009580339,KST008,ERROR,4338.04,USD,2022.08.15,2021.03.07,
6000,ABC2541,2023,2,008702019,KST001,NaN,501,eur,2021.11.08,2021.08.26,Vendor invoice
4000,837985,2021,1,008627662,,NaN,"9,472",eur,09-02-2022,12-12-2021,Duplicate row
4000,4232493875,2021,2,006321524,KST008,ERROR,2989.17,USD,27-05-2021,2023.02.16,Vendor invoice
4000,3024939098,2022,2,005912110,KST006,3427,"1,910",eur,28/07/2023,2023.01.03,Duplicate row
5000,7388624862,2021,1,004548491,KST008,NaN,2038,EUR,2023.04.25,2022-02-15,Vendor invoice
5000,ABC1281,2021,2,009143744,KST007,1850,3634.71,eur,2021.07.02,09-12-2022,
5000,8908969703,2023,3,008837318,,ERROR,4659,USD,2022.02.11,05-06-2022,Payment received
5000,8064733886,2021,1,005131127,KST007,NaN,"6,557",EUR,2021.01.06,2022.03.18,Vendor invoice
2000,ABC9409,2022,3,007342654,KST009,ERROR,"3,768",eur,2021.01.18,22/03/2023,Vendor invoice
3000,307527,2023,3,005401927,KST002,2259.63,"1,310",EURO,2021-12-06,02/07/2021,Payment received
4000,ABC8290,2021,3,009452993,KST009,2302,"5,722",USD,2023.03.13,2022.09.14,Payment received
6000,ABC2988,2023,3,008466061,KST009,1471,"2,888",eur,2022.01.03,08/10/2022,
2000,388366,2021,1,009493648,KST006,ERROR,3872.22,EURO,20-02-2023,08-08-2022,Vendor invoice
6000,3401987848,2022,1,005516443,KST006,NaN,"8,128",EURO,2021-06-03,2022-11-02,Duplicate row
3000,2503457154,2022,2,007870555,KST005,3796,387,USD,01/03/2023,2021.07.08,Duplicate row
5000,ABC6469,2023,1,007832430,KST007,ERROR,3870,EURO,26-05-2021,2021.01.02,Invoice payment
4000,9035017641,2022,3,005254366,KST002,NaN,"8,156",EURO,2023-03-21,2021.12.06,Vendor invoice
4000,ABC5973,2021,3,004329636,KST007,2415,1532.15,eur,2021-09-20,03-06-2022,Payment received
4000,934223,2021,1,009404914,KST004,NaN,946,EURO,2021-10-24,2023-09-05,Payment received
5000,ABC9898,2021,2,009318844,,NaN,4792,USD,2021-06-26,07-11-2021,
1000,797820,2022,1,009203842,,2781.87,3262.76,EUR,2022.07.08,2023-02-11,Payment received
5000,ABC7007,2022,2,009378032,KST005,4135,4905.45,eur,2023.09.28,10/11/2021,Payment received
5000,719382,2023,2,008725800,,ERROR,1218,EURO,2023-09-14,09/04/2022,Duplicate row
5000,ABC3532,2021,2,008984545,KST009,NaN,"6,246",eur,2022.03.10,21-04-2022,Payment received
2000,9688291675,2023,1,004998948,KST005,ERROR,"9,735",USD,2021-11-20,2023.08.16,Duplicate row
6000,122642,2022,3,009258988,KST009,4298.9,"4,500",eur,24-09-2022,2023-04-24,Invoice payment
2000,878529,2023,2,009563572,KST006,ERROR,4385,EUR,2022-02-08,15-04-2023,Vendor invoice
3000,ABC4237,2022,1,005392600,KST006,NaN,"8,132",USD,2021-08-05,2021.06.26,Payment received
6000,999456,2021,1,005690280,KST003,NaN,3720.34,USD,2023.05.19,30-07-2022,Wrong amount
6000,3462877187,2021,1,005318109,KST005,4607,2684,USD,2022-09-16,2023-09-09,Wrong amount
4000,ABC9773,2023,2,005215395,KST001,NaN,257.31,USD,2022.10.22,14/03/2023,
3000,184206,2022,3,007846362,KST004,NaN,2152,EURO,17/02/2021,24-01-2021,Wrong amount
6000,ABC1129,2021,3,005344475,KST007,ERROR,2263,USD,2021.11.29,10-04-2022,
6000,587679,2022,1,004712561,KST007,ERROR,4800,eur,14/09/2022,2022-03-02,Payment received
1000,ABC6666,2021,2,006018347,KST003,ERROR,2636.8,USD,2023-03-28,26-09-2022,Invoice payment
3000,8575192437,2023,3,005186361,KST002,ERROR,"4,234",EUR,14/10/2021,2022-11-29,Invoice payment
2000,233434,2023,1,008087180,KST002,2904,1931,EURO,2023-02-26,08-09-2021,Wrong amount
6000,ABC5557,2023,1,008943268,KST007,ERROR,2833,EUR,31-03-2023,2021.05.06,Duplicate row
5000,ABC6320,2022,1,007861332,KST004,4122,3088,EURO,2022.12.23,2022.03.13,Vendor invoice
5000,7378870766,2021,2,008248296,KST007,2159,"8,973",EUR,2022.10.11,16-09-2022,Wrong amount
6000,ABC1523,2023,1,009161302,KST001,2821,4825.23,EURO,2021-12-22,14/08/2023,Duplicate row
2000,472210,2022,2,006183007,KST004,4731,2237,EURO,2023-06-16,06-12-2022,Payment received
6000,765563,2023,2,006626417,KST006,ERROR,2335,eur,31-01-2022,2022.03.03,Payment received
5000,7937450124,2023,3,006798956,KST007,1665,4284.52,EUR,20/06/2021,15-01-2021,Vendor invoice
1000,ABC5524,2021,3,008980058,KST008,NaN,2704,eur,2022-05-06,2021.07.29,Vendor invoice
4000,ABC7540,2021,3,008956469,,NaN,3780,USD,11/06/2021,2022-04-15,Payment received
6000,7440793780,2023,3,005033097,KST004,ERROR,4629,EUR,03-12-2021,2023-01-14,Wrong amount
6000,7669036708,2021,3,006470894,,ERROR,"5,161",eur,05-05-2022,2022.12.24,Duplicate row
2000,494531,2023,1,007981830,KST002,2325.73,4328,EUR,03/04/2021,2022-04-06,Duplicate row
5000,ABC3268,2022,3,005803141,KST002,ERROR,1241,eur,2022-12-31,2022.09.01,Payment received
5000,ABC3121,2021,3,008866394,KST009,NaN,3638,eur,21-03-2023,2021-11-26,
6000,ABC1857,2022,1,006203984,KST006,113,1539.65,EUR,2022.12.20,24-02-2021,
3000,599291,2023,1,009139744,KST006,1878,1497,EURO,20-05-2021,2021.01.16,Duplicate row
1000,6106916032,2023,1,008306572,,2656.01,1868,EURO,18/04/2023,13-07-2021,Invoice payment
1000,496026,2023,3,006811161,KST003,351.65,3893,EUR,2022-06-01,2022.06.02,Payment received
6000,ABC9792,2023,1,008293105,KST007,NaN,1936.19,USD,04/11/2022,24-03-2023,
3000,1176544880,2023,3,006926781,KST004,3348,3783.35,EUR,27/11/2021,17/03/2022,Duplicate row
1000,4199992668,2023,3,005312484,KST008,ERROR,"4,233",EUR,29/04/2022,2021-07-09,
4000,397492,2021,2,006372019,KST003,4116,"9,600",EURO,2023-09-19,2023-02-18,Wrong amount
4000,ABC6043,2021,2,006586624,KST007,ERROR,1471.18,EURO,2022.05.07,23/10/2022,Wrong amount
1000,3199128671,2021,2,007906789,KST007,4403.28,1449,EURO,2021.10.25,2023.04.30,
5000,205141,2023,3,004574849,KST005,2355.36,574,eur,30/11/2022,2023-08-20,Payment received
2000,ABC7521,2022,3,004600828,KST007,1659.8,1538.88,eur,10/11/2022,19/11/2021,Invoice payment
4000,ABC5068,2021,3,007998885,KST002,3660,4957.76,EURO,18-09-2021,2022-08-05,Duplicate row
1000,ABC6624,2023,2,007625930,KST001,ERROR,4270.49,EUR,16-06-2022,2022-04-11,Wrong amount
6000,ABC5326,2023,1,008060099,KST008,NaN,827.06,USD,03/03/2023,2022.11.29,Payment received
5000,6383985283,2021,2,008535497,KST002,4006,3746,eur,10-03-2022,03-06-2023,Wrong amount
6000,946426,2023,1,009893241,KST004,1600.01,"6,396",EUR,2021.04.03,2023-02-20,
3000,ABC8834,2022,3,004525869,KST009,NaN,3285.72,EURO,06-08-2021,2021.08.19,
1000,1620680976,2021,3,006395336,KST007,916.22,"7,186",EURO,2021-04-07,2023.06.25,
4000,834513,2023,1,006921055,KST008,3586.56,4464,EUR,24-09-2022,13/08/2022,Vendor invoice
2000,194567,2022,1,004605719,KST006,NaN,858,USD,02/02/2023,04/04/2021,Duplicate row
4000,9831404459,2023,1,005751719,KST009,ERROR,"3,558",EUR,2021-11-27,2023.03.18,Invoice payment
5000,742443,2021,2,005606313,KST004,3354,4629,EURO,27/08/2021,12/07/2023,
5000,ABC1966,2022,3,008029929,KST002,NaN,1549.15,EUR,04-08-2023,31/08/2022,
5000,4451655255,2022,1,004360440,KST004,500.8,"6,557",EURO,29/04/2023,2022.01.15,
5000,8271063539,2022,2,006084116,KST005,ERROR,"4,491",eur,2023.08.26,17-05-2023,Invoice payment
5000,6002964213,2022,3,005709751,KST006,503.7,2667,EUR,01/04/2023,2022.12.24,Payment received
3000,379171,2023,2,004528309,KST009,4851.3,"2,426",EUR,17-01-2021,07-07-2021,Wrong amount
4000,ABC1350,2023,3,008215260,KST006,ERROR,3347,USD,2021.02.03,2022.04.14,Vendor invoice
3000,ABC4422,2022,3,007815244,KST005,ERROR,"6,330",USD,29-05-2021,2021.12.14,Payment received
4000,256833,2021,2,007767713,KST006,NaN,3697.15,EUR,2021-05-14,2023-03-20,Duplicate row
1000,ABC2907,2022,1,004762857,KST006,3462.92,"9,796",USD,14-12-2022,13/06/2021,Vendor invoice
4000,5542714741,2023,1,005073053,KST001,2742,"8,502",eur,2023.06.26,2021-01-01,
3000,ABC5326,2021,1,007793777,KST006,ERROR,"7,368",EUR,22/08/2021,2022-04-27,Invoice payment
3000,224451,2022,1,004960593,KST004,NaN,4866.12,EURO,2023-07-05,20/05/2022,Invoice payment
6000,2949525461,2023,1,005587391,KST006,436,"4,540",USD,15-02-2022,18/08/2022,Payment received
6000,8143339344,2021,3,006280374,,4927.93,4481.85,EUR,18-03-2021,02-06-2022,
2000,ABC4574,2023,2,005514296,KST001,ERROR,701,USD,03-12-2021,20/11/2021,Wrong amount
5000,ABC1303,2021,1,009417401,,ERROR,"4,806",eur,29/11/2021,06/12/2022,Wrong amount
4000,ABC7778,2022,2,006309283,KST002,NaN,781,EURO,2021.05.29,2022-02-15,
3000,6040053966,2021,1,004132630,KST002,NaN,3391,USD,08-08-2021,2023-03-19,Wrong amount
6000,1025971780,2021,3,009084517,KST004,NaN,1019.4,eur,12/12/2021,18/06/2021,
2000,758952,2021,2,006127208,KST004,3868.12,1421.75,EUR,12/06/2023,12-03-2021,Invoice payment
1000,ABC2410,2022,2,004575099,,NaN,3102.53,USD,2022-01-04,17/11/2022,
6000,571568,2023,2,008212573,KST001,NaN,4451.89,EURO,2021-04-29,2021.12.27,Vendor invoice
4000,ABC9991,2022,2,009666600,KST001,NaN,613.69,USD,23/04/2021,17-01-2023,Duplicate row
6000,948296,2021,2,004445726,KST007,920,1489.91,EUR,15-06-2023,22/02/2021,Payment received
5000,9984229014,2023,3,006726864,KST004,3911,"2,241",USD,08-04-2022,21-10-2022,Duplicate row
3000,ABC3862,2021,2,007687354,KST003,NaN,"5,773",EUR,2022-01-03,09-01-2022,Payment received
1000,906266,2022,3,006061366,KST003,NaN,4790.17,USD,09-01-2022,2021.01.30,
6000,4132707996,2023,2,005292053,KST006,1000,"2,947",EUR,30/06/2021,2021-12-05,Invoice payment
1000,105983,2022,1,007198420,KST008,2368,4699,EURO,2022-05-30,2022.06.27,Invoice payment
3000,ABC7527,2023,2,008701383,KST002,1434,3635,USD,19-05-2022,09/11/2022,
6000,ABC1328,2021,2,006947577,KST004,3349.05,977,EUR,25/10/2022,04/05/2023,Duplicate row
2000,ABC3336,2022,1,005821026,KST008,NaN,1028,EUR,2023.02.10,2023-05-22,Payment received
3000,ABC9031,2021,2,008480675,KST007,NaN,4727.62,eur,2023-02-20,13-06-2021,Wrong amount
4000,ABC6328,2021,2,004555214,KST005,NaN,688.54,eur,2021.09.05,2023-03-03,Wrong amount
2000,2723092543,2022,2,008558139,KST002,3536,1980.02,EURO,2022.10.07,25-04-2022,Invoice payment
1000,3677602033,2023,1,004396164,KST007,970,4791.42,EUR,2021-05-24,03-07-2022,Wrong amount
1000,ABC8019,2023,2,007295104,KST002,4917,4439.51,eur,19-06-2021,2022.04.29,Invoice payment
5000,282921,2023,2,008933799,,ERROR,2733,EUR,01/10/2022,2021.08.10,Invoice payment
2000,251390,2021,1,008354201,KST009,NaN,"1,491",USD,2022-12-11,2022.05.18,Duplicate row
4000,6283042112,2022,2,009891916,KST002,834,1727,EUR,2022-03-06,2022.04.10,
1000,123211,2021,1,008228678,KST003,1991,"8,240",eur,2023-01-19,18/10/2022,
1000,7798089317,2022,2,007559894,KST009,2694.64,4473.89,EUR,08-05-2021,2022.05.31,Wrong amount
6000,ABC1023,2023,2,009438241,KST004,3956,4533.81,eur,2023.04.10,21/09/2023,Payment received
1000,ABC9523,2021,1,005627725,KST005,1611.41,1150.01,EURO,27-04-2021,16-09-2022,Vendor invoice
3000,4879850162,2023,3,005376821,KST002,ERROR,4585,EURO,2023-03-17,24/02/2021,Invoice payment
4000,ABC6425,2023,1,009847948,,3809,4269,EURO,15/04/2021,20/02/2023,Duplicate row
1000,396897,2021,1,007436179,KST002,ERROR,3624,EURO,23/07/2021,01-03-2021,Payment received
6000,3779570605,2023,3,009330957,KST009,ERROR,"5,371",EUR,2022.11.20,25-04-2023,Invoice payment
1000,9896432140,2022,1,006103708,,ERROR,"4,224",EUR,27-09-2021,2023.07.02,Payment received
3000,138060,2023,3,004523975,KST006,1825.32,"8,538",eur,2022-07-16,2021-10-26,Wrong amount
6000,ABC1842,2021,2,006574364,KST005,1976,"9,214",eur,12/04/2022,2022.04.17,
1000,ABC4033,2023,3,007829004,KST006,ERROR,812.67,USD,09/06/2021,20-06-2023,Duplicate row
6000,201231,2022,2,009425042,KST004,ERROR,2692.65,eur,2022.05.16,2022-04-05,Wrong amount
3000,652514,2023,3,004154260,KST006,966.29,4055.21,EURO,2021-03-03,21/01/2022,Invoice payment
3000,769319,2022,1,009705992,KST005,NaN,270.27,eur,05-06-2022,13/06/2022,Invoice payment
5000,1064872407,2022,3,006174528,KST008,ERROR,2602,EURO,01/12/2021,10/02/2023,
3000,973021,2022,3,005283122,KST005,ERROR,2804,EURO,24-08-2023,2021.05.18,Invoice payment
2000,ABC5437,2023,1,004099592,KST007,1825.83,199,eur,13/09/2022,30-01-2023,Vendor invoice
4000,ABC3882,2022,2,004041575,KST007,NaN,4857,eur,28/05/2021,19/08/2022,Duplicate row
3000,2309452027,2021,3,004465607,,4264,642.45,EUR,26-03-2023,2022-10-08,Vendor invoice
6000,363268,2022,1,004685109,,1446.09,"3,617",EURO,28-04-2023,16-02-2022,Invoice payment
4000,ABC3598,2021,1,006843407,KST005,349.56,3175.87,eur,20-04-2023,30-06-2022,Vendor invoice
1000,8182079557,2022,2,005503923,KST008,1829.76,3713,EUR,31-08-2022,2021-11-20,Payment received
6000,ABC3344,2021,2,008389507,KST007,316,"6,412",EURO,2022.07.22,16-02-2023,Wrong amount
4000,638383,2023,3,007081569,KST007,NaN,4535.19,EURO,27/06/2023,31/08/2021,Wrong amount
3000,925601,2023,2,004683971,KST005,2273,"4,138",EUR,17-06-2023,2023-08-24,Wrong amount
1000,150157,2021,2,006795970,,2771,2122.84,EURO,19-07-2023,18-06-2023,Duplicate row
6000,ABC7487,2022,2,005479878,KST002,4295.59,1137,EUR,2022.04.02,2022.04.20,Payment received
6000,916069,2022,3,009595219,KST006,NaN,598,EURO,2021.02.24,2023.08.23,Duplicate row
3000,ABC2501,2021,1,009444577,KST009,2296,1774,EURO,2023.09.26,2023.06.17,Payment received
2000,4278651612,2022,3,004535899,KST004,ERROR,4653,eur,30-03-2021,14/06/2021,Vendor invoice
5000,6618592449,2023,2,005020217,KST004,4068.08,"4,377",eur,17/05/2021,08-06-2021,
4000,2284483787,2022,3,008468133,KST003,778,2723,eur,26-04-2023,25/07/2022,Duplicate row
1000,ABC5618,2023,3,004526262,KST005,915.88,"4,586",eur,14-12-2022,2023.03.31,
6000,731329,2023,1,006159154,KST001,4241,"3,364",EUR,21/03/2021,2022.10.30,Payment received
3000,1731429776,2022,3,007663885,KST008,NaN,522,USD,03/06/2023,14-02-2021,
1000,ABC6671,2021,1,007760434,KST008,328,"2,250",eur,2021-04-12,12-12-2022,Payment received
6000,ABC1652,2021,2,008354475,,4436.58,2565,EUR,2022.10.19,02/09/2021,
4000,ABC5638,2021,3,004055202,KST001,2226,"2,238",eur,2021.02.08,2021.05.01,Payment received
1000,ABC1690,2021,1,006553900,KST009,1955,4120,USD,30/01/2022,2023-02-04,
1000,633469,2021,3,006395478,KST009,ERROR,2977,EUR,2023.01.26,2023-02-06,Invoice payment
5000,519251,2021,1,007388442,KST002,ERROR,"2,925",EUR,2022-09-01,29/07/2022,Invoice payment
2000,ABC1897,2021,1,004983591,KST005,3451,4027,EUR,30/10/2021,2023-01-18,
2000,622023,2022,1,006350592,KST005,NaN,867,USD,21-04-2021,19-05-2022,Vendor invoice
6000,ABC9447,2022,3,007134775,KST001,NaN,949,USD,2022.04.15,04/03/2022,Payment received
2000,827002,2023,3,008564152,,407,"5,665",EURO,10/03/2021,2021.12.02,Wrong amount
6000,ABC1566,2021,3,005561874,KST003,ERROR,579.12,EURO,2022.06.17,29-09-2022,Payment received
6000,747020,2021,3,006856375,KST005,3143,"6,409",EUR,16/10/2021,13-01-2022,Vendor invoice
6000,ABC4305,2021,1,008565788,KST001,4780,2845.59,USD,07/10/2022,2022.01.25,Duplicate row
2000,226925,2023,3,005890763,KST004,NaN,4259,EURO,11-03-2023,2022.12.18,Duplicate row
4000,8606436203,2022,3,009141254,KST002,ERROR,"5,103",EURO,07-10-2021,2023.08.28,
4000,375284,2023,1,006634709,KST004,447.47,"4,526",EUR,2021-08-10,2021-07-15,Invoice payment
5000,3925298332,2023,3,006037903,KST002,2801.16,293,EURO,27-07-2021,2021.11.05,Invoice payment
4000,2217328095,2023,3,005470360,KST007,ERROR,2435.55,EURO,2022.05.02,25-06-2023,Wrong amount
2000,563560,2023,2,005089082,KST003,793,1909,eur,2021-02-12,03-08-2022,Vendor invoice
6000,170745,2023,1,006121106,KST005,433,2059.57,EUR,12/09/2023,30/06/2023,Wrong amount
2000,329334,2021,1,004074677,,889,"1,943",EUR,2023.01.10,07-05-2022,Duplicate row
4000,ABC3912,2023,3,004587688,KST009,4370.68,"1,221",EUR,2021.05.13,28/07/2023,
6000,2780038347,2023,3,007926172,KST004,NaN,241,eur,13/11/2021,20-04-2021,Invoice payment
3000,2633028008,2022,3,004112682,KST003,130,2013,eur,2023.03.26,18/06/2023,Wrong amount
4000,6650278470,2023,2,009772758,KST006,3903.9,"1,130",USD,17-06-2023,18/12/2021,
5000,876461,2022,2,007604469,,ERROR,3499.47,USD,2021-04-08,2023.03.04,
1000,7333717200,2022,2,006590092,KST006,1389,4407,EURO,2022-11-10,2021.07.08,
2000,853534,2021,1,008858057,KST003,492,"8,532",EUR,2021-07-29,18/08/2022,Vendor invoice
3000,ABC7747,2023,2,004094360,KST001,732.69,"1,396",EURO,2023-07-26,22/08/2022,
5000,ABC7084,2021,3,009891739,KST001,NaN,"5,405",eur,2023.08.24,26-01-2021,Invoice payment
5000,9533651150,2023,2,006431113,KST006,ERROR,4423.27,EURO,25-12-2021,01-08-2021,Duplicate row
3000,ABC9947,2023,1,005651582,KST007,3829,"2,373",EUR,2022.08.26,2023-02-25,Wrong amount
6000,619692,2023,2,009040756,KST007,4707.28,3964,EURO,2021-11-12,27-04-2022,Invoice payment
4000,ABC2445,2022,1,009274583,KST008,3287,1494.12,USD,2023.01.19,2022-05-03,Invoice payment
1000,1944813756,2023,3,004757991,KST006,3673,1421,EUR,2022.01.14,07-03-2021,Invoice payment
5000,181208,2023,2,009351777,KST002,NaN,4855.34,EUR,2021.04.12,2023.04.23,
2000,910188,2023,3,008327963,,ERROR,2490,eur,07/04/2023,2021.03.12,Duplicate row
6000,360758,2023,2,005698034,KST007,NaN,4837.57,eur,2021-05-04,2021-07-31,Duplicate row
3000,956842,2023,1,009446193,KST001,4578.2,2354.68,EURO,30/11/2021,15/09/2021,Duplicate row
1000,459762,2023,3,007390930,KST002,ERROR,2696.79,EURO,2023-08-03,16-03-2023,Wrong amount
1000,ABC3897,2022,1,005682189,,4137.28,"7,187",EURO,2023.02.26,19/03/2022,
6000,686306,2022,2,006710304,KST006,2593.5,428.64,EUR,2022.01.19,06-06-2022,Wrong amount
5000,7026044366,2022,2,005049922,KST008,4079.39,3805.14,EURO,2021-09-06,2021.07.03,Invoice payment
3000,3601673586,2021,2,004666149,KST008,2808.55,244,EURO,05/04/2022,04-12-2022,Invoice payment
6000,128139,2021,1,007901185,KST008,566,"8,251",eur,26/11/2022,27/09/2023,Vendor invoice
3000,970666,2021,2,005403843,KST006,ERROR,"6,818",eur,2023-08-07,18-11-2022,Duplicate row
5000,504531,2022,1,006436106,KST001,NaN,2983.46,EUR,2021.03.17,2022-08-22,Vendor invoice
1000,ABC6819,2023,3,005036618,KST005,1137.09,1483,USD,09/03/2022,2021-10-05,Duplicate row
5000,ABC2413,2022,1,004358550,KST007,NaN,1260.69,EUR,2021.02.24,24-10-2022,Payment received
2000,ABC2277,2021,3,008491202,KST001,1560.91,"7,201",EUR,2021.02.22,28-08-2022,Invoice payment
2000,593245,2021,3,006931556,KST006,4087,1540.94,eur,2023-01-02,28/10/2022,Vendor invoice
1000,625544,2022,1,004195454,KST001,1602.05,508,EUR,2023.04.02,28/04/2023,Wrong amount
5000,626641,2023,3,008784782,KST006,4608.91,2170,EURO,2022-07-10,2021-02-13,Payment received
4000,3979794238,2021,2,009884730,KST008,ERROR,852,EUR,16/03/2022,28/01/2022,
3000,4194921945,2021,1,007976791,,2730,1270,eur,2021-03-15,2023.08.02,
3000,198282,2023,1,008439214,,1881,4195.82,eur,14/07/2022,2021-09-08,Invoice payment
2000,6936143569,2023,1,007637757,KST006,3050.13,3907,EURO,2023-01-26,06-07-2022,Wrong amount
3000,ABC6765,2021,1,004435852,KST004,2872.61,4235,USD,2021-09-18,26-12-2021,Duplicate row
4000,268080,2023,1,004813252,KST005,ERROR,"3,606",USD,29-06-2021,24-07-2022,Invoice payment
4000,ABC5543,2021,3,006504125,KST004,ERROR,"4,629",EURO,2022.03.07,2023-05-05,
3000,2086270938,2021,3,008975327,KST009,ERROR,"5,665",EURO,2023-02-03,2021.11.01,
1000,ABC1404,2023,1,004775738,KST001,ERROR,1109.25,eur,17/01/2022,08/12/2021,Duplicate row
2000,7597616988,2022,2,008589739,KST005,3924.39,1705,eur,2022.10.24,22/02/2022,Vendor invoice
6000,1369753769,2022,1,004361385,KST002,ERROR,"7,868",USD,2023-01-08,2021-01-01,Wrong amount
5000,726287,2021,2,008858763,,3587,598.99,EURO,2021-08-04,2022-03-10,Invoice payment
5000,8156457558,2022,2,004888169,KST007,3017.64,137.24,EUR,29/04/2023,2023-08-05,Invoice payment
3000,ABC8295,2023,1,007731661,,ERROR,"4,209",EURO,2023-07-02,2023.08.02,Invoice payment
2000,684165,2021,3,004425026,,2496,"2,897",USD,2021.09.25,23/06/2022,Duplicate row
6000,127418,2021,2,006001790,KST004,NaN,"1,219",USD,26/10/2022,2021.09.12,
4000,ABC6775,2023,2,008045569,KST003,1396.8,2111,USD,2022-02-02,21-11-2021,Duplicate row
3000,246062,2022,1,009422515,KST007,ERROR,"8,695",EUR,2023-03-13,05/01/2022,
4000,5088320035,2023,3,007393605,KST006,ERROR,"7,873",EUR,28/04/2023,17-02-2021,Duplicate row
1000,769182,2021,3,007422400,KST006,1537.61,4191,eur,09-06-2023,2022-01-15,
5000,ABC3072,2022,1,009784805,KST003,ERROR,4067,USD,2022.09.25,27/01/2023,Vendor invoice
6000,ABC1414,2022,2,007682072,KST001,4151,3168.5,USD,20-03-2023,20-01-2021,
6000,7536328477,2022,2,006465144,KST009,2681.98,158.01,eur,19/02/2021,2023-01-14,Duplicate row
1000,665022,2023,1,009533446,KST009,NaN,"3,936",eur,2022-11-21,09/12/2021,Payment received
2000,ABC6517,2022,2,009674419,,101.73,3310,EURO,2023.07.09,18-08-2021,Wrong amount
2000,ABC2079,2021,2,006615105,KST004,4837.82,2171,EURO,15/04/2023,11-08-2022,
6000,3599555968,2022,3,009230364,KST007,ERROR,"8,458",USD,2021.07.02,2021-01-08,Payment received
3000,2766150558,2021,3,009087971,KST005,3989.91,1629.74,EURO,22-05-2021,10/01/2023,
4000,ABC8214,2021,2,008137043,KST005,1954,"1,629",eur,06/03/2021,27-12-2022,
6000,2683310198,2022,2,009397793,KST007,3126,1997.55,EUR,19-12-2022,20/09/2022,Invoice payment
4000,ABC6159,2021,3,004303732,KST008,3590.07,"9,440",EUR,23/07/2021,04/12/2022,Vendor invoice
1000,840379,2021,1,006427552,KST005,3291.69,2813.69,eur,2022.07.15,2022.07.13,Vendor invoice
2000,6397962702,2022,1,006421385,KST004,3587,"3,962",USD,2022.02.17,23-07-2021,Wrong amount
1000,7215983299,2022,2,005778979,KST008,144,3313,eur,24-07-2021,08-04-2023,Duplicate row
4000,3209639912,2022,3,006481154,KST006,4371.93,938.56,EUR,2022-06-08,06-09-2023,Payment received
