date,source,sessions,page_views,unique_visitors,bounce_rate,avg_session_duration,conversions,conversion_rate
2025-12-12,Referral,1220,2294,1129,0.315,258,19,0.0156
2025-12-12,Email,1631,3705,1323,0.526,382,61,0.0374
2025-12-13,Organic Search,4107,13277,3151,0.415,407,67,0.0163
2025-12-13,Paid Search,3203,7769,2998,0.305,157,155,0.0484
2025-12-13,Social Media,2399,6811,1682,0.514,308,44,0.0183
2025-12-13,Direct,275,796,246,0.551,498,10,0.0364
2025-12-13,Referral,2201,7171,2085,0.462,463,50,0.0227
2025-12-13,Email,588,1201,523,0.634,437,12,0.0204
2025-12-14,Organic Search,1486,3359,1234,0.42,346,61,0.041
2025-12-14,Paid Search,263,850,226,0.382,533,5,0.019
2025-12-14,Social Media,4201,12174,3603,0.692,182,75,0.0179
2025-12-14,Direct,2668,7560,2020,0.508,592,39,0.0146
2025-12-14,Referral,4238,10368,3779,0.48,274,208,0.0491
2025-12-14,Email,4772,8226,3548,0.666,534,180,0.0377
2025-12-15,Organic Search,2862,9666,2035,0.636,177,45,0.0157
2025-12-15,Paid Search,240,939,184,0.693,121,4,0.0167
2025-12-15,Social Media,1964,5705,1430,0.38,419,74,0.0377
2025-12-15,Direct,751,2070,648,0.579,410,37,0.0493
2025-12-15,Referral,1161,3737,926,0.347,578,15,0.0129
2025-12-15,Email,3902,12195,3660,0.453,229,52,0.0133
2025-12-16,Organic Search,1061,2714,886,0.338,324,44,0.0415
2025-12-16,Paid Search,2953,8567,2429,0.662,444,126,0.0427
2025-12-16,Social Media,3027,8615,2864,0.433,398,63,0.0208
2025-12-16,Direct,2459,6781,2298,0.53,581,119,0.0484
2025-12-16,Referral,4013,9835,3408,0.638,567,87,0.0217
2025-12-16,Email,4227,16746,3012,0.607,566,95,0.0225
2025-12-17,Organic Search,1412,5331,1178,0.631,517,26,0.0184
2025-12-17,Paid Search,882,1581,620,0.301,182,28,0.0317
2025-12-17,Social Media,796,1924,595,0.602,401,9,0.0113
2025-12-17,Direct,3509,10730,2582,0.668,177,133,0.0379
2025-12-17,Referral,439,792,383,0.677,436,14,0.0319
2025-12-17,Email,250,764,201,0.46,263,9,0.036
2025-12-18,Organic Search,3350,8521,2548,0.437,395,143,0.0427
2025-12-18,Paid Search,3211,7686,2644,0.543,389,42,0.0131
2025-12-18,Social Media,579,1890,471,0.372,581,7,0.0121
2025-12-18,Direct,3712,10936,3249,0.362,423,185,0.0498
2025-12-18,Referral,1737,2818,1632,0.618,486,47,0.0271
2025-12-18,Email,620,1152,569,0.339,146,13,0.021
2025-12-19,Organic Search,2251,5681,1886,0.362,230,91,0.0404
2025-12-19,Paid Search,3849,8839,3032,0.477,476,122,0.0317
2025-12-19,Social Media,3603,13047,2743,0.611,458,59,0.0164
2025-12-19,Direct,1250,3208,925,0.576,80,36,0.0288
2025-12-19,Referral,4911,9269,4550,0.683,301,221,0.045
2025-12-19,Email,495,1015,459,0.392,418,13,0.0263
2025-12-20,Organic Search,3522,10242,3312,0.657,551,109,0.0309
2025-12-20,Paid Search,1207,3071,988,0.34,220,15,0.0124
2025-12-20,Social Media,4503,10337,3840,0.61,384,167,0.0371
2025-12-20,Direct,2251,7767,1854,0.322,200,30,0.0133
2025-12-20,Referral,152,389,118,0.367,208,1,0.0066
2025-12-20,Email,232,692,207,0.54,206,4,0.0172
2025-12-21,Organic Search,924,3141,765,0.494,475,26,0.0281
2025-12-21,Paid Search,4087,10977,3081,0.489,157,46,0.0113
2025-12-21,Social Media,1716,6361,1250,0.39,233,56,0.0326
2025-12-21,Direct,862,1852,679,0.663,489,12,0.0139
2025-12-21,Referral,3295,7236,3042,0.691,499,37,0.0112
2025-12-21,Email,4809,10674,4346,0.571,211,142,0.0295
2025-12-22,Organic Search,957,1473,737,0.654,251,27,0.0282
2025-12-22,Paid Search,1802,5428,1361,0.68,176,58,0.0322
2025-12-22,Social Media,942,2650,879,0.357,185,27,0.0287
2025-12-22,Direct,851,2269,715,0.67,216,27,0.0317
2025-12-22,Referral,1898,2864,1636,0.47,83,74,0.039
2025-12-22,Email,2487,4339,2284,0.37,151,122,0.0491
2025-12-23,Organic Search,2322,9032,1790,0.389,296,49,0.0211
2025-12-23,Paid Search,4043,11030,3837,0.32,100,164,0.0406
2025-12-23,Social Media,1064,4178,952,0.349,532,36,0.0338
2025-12-23,Direct,1646,4957,1559,0.491,175,25,0.0152
2025-12-23,Referral,3047,7428,2373,0.312,125,146,0.0479
2025-12-23,Email,4044,12602,3137,0.66,371,125,0.0309
2025-12-24,Organic Search,2992,8239,2337,0.321,408,34,0.0114
2025-12-24,Paid Search,463,738,375,0.539,568,16,0.0346
2025-12-24,Social Media,3489,6532,2954,0.554,590,173,0.0496
2025-12-24,Direct,1664,6460,1381,0.398,234,28,0.0168
2025-12-24,Referral,607,1077,558,0.342,256,26,0.0428
2025-12-24,Email,3716,9129,2978,0.348,240,165,0.0444
2025-12-25,Organic Search,1461,5603,1025,0.522,265,61,0.0418
2025-12-25,Paid Search,2585,10194,1946,0.512,362,88,0.034
2025-12-25,Social Media,489,1318,400,0.433,284,10,0.0204
2025-12-25,Direct,3283,7763,2834,0.305,451,127,0.0387
2025-12-25,Referral,382,646,351,0.623,546,13,0.034
2025-12-25,Email,4039,8635,3789,0.509,206,128,0.0317
2025-12-26,Organic Search,907,1423,649,0.69,202,11,0.0121
2025-12-26,Paid Search,2241,3460,1949,0.329,119,44,0.0196
2025-12-26,Social Media,1532,4835,1125,0.347,146,30,0.0196
2025-12-26,Direct,2796,10421,2325,0.353,289,76,0.0272
2025-12-26,Referral,2385,9418,1769,0.601,303,114,0.0478
2025-12-26,Email,1200,3294,1072,0.602,320,59,0.0492
2025-12-27,Organic Search,4749,14704,4106,0.656,61,110,0.0232
2025-12-27,Paid Search,441,938,416,0.526,116,16,0.0363
2025-12-27,Social Media,1846,4831,1338,0.658,538,54,0.0293
2025-12-27,Direct,685,2248,632,0.338,529,16,0.0234
2025-12-27,Referral,1704,3172,1230,0.349,549,66,0.0387
2025-12-27,Email,757,1493,637,0.337,426,30,0.0396
2025-12-28,Organic Search,876,3193,805,0.647,379,19,0.0217
2025-12-28,Paid Search,402,1334,374,0.388,67,18,0.0448
2025-12-28,Social Media,107,229,92,0.366,436,3,0.028
2025-12-28,Direct,4101,7487,3134,0.687,489,152,0.0371
2025-12-28,Referral,3253,6628,3016,0.614,256,106,0.0326
2025-12-28,Email,4462,11041,3863,0.34,402,202,0.0453
2025-12-29,Organic Search,3769,13232,3460,0.423,419,180,0.0478
2025-12-29,Paid Search,3100,8698,2634,0.308,546,133,0.0429
2025-12-29,Social Media,2150,7867,1922,0.472,366,98,0.0456
2025-12-29,Direct,4019,11296,3618,0.423,223,54,0.0134
2025-12-29,Referral,1107,2002,983,0.559,199,32,0.0289
2025-12-29,Email,1352,4236,1175,0.376,214,56,0.0414
2025-12-30,Organic Search,2662,4436,2461,0.552,309,72,0.027
2025-12-30,Paid Search,785,1722,682,0.491,391,8,0.0102
2025-12-30,Social Media,1294,2386,1074,0.614,196,19,0.0147
2025-12-30,Direct,2946,7905,2362,0.372,191,123,0.0418
2025-12-30,Referral,1878,4663,1588,0.35,204,41,0.0218
2025-12-30,Email,951,2005,731,0.323,282,13,0.0137
2025-12-31,Organic Search,1678,6352,1449,0.435,220,79,0.0471
2025-12-31,Paid Search,3962,12164,2798,0.453,177,114,0.0288
2025-12-31,Social Media,2318,4725,2101,0.669,518,61,0.0263
2025-12-31,Direct,4574,8894,4177,0.509,278,148,0.0324
2025-12-31,Referral,4989,14457,4480,0.422,469,118,0.0237
2025-12-31,Email,2964,4539,2564,0.439,84,145,0.0489
2026-01-01,Organic Search,3673,8715,2761,0.565,348,153,0.0417
2026-01-01,Paid Search,2125,5974,1839,0.552,499,86,0.0405
2026-01-01,Social Media,1016,2520,795,0.655,238,27,0.0266
2026-01-01,Direct,4401,10694,3731,0.429,449,83,0.0189
2026-01-01,Referral,1768,4934,1587,0.522,416,18,0.0102
2026-01-01,Email,242,563,218,0.416,180,4,0.0165
2026-01-02,Organic Search,198,723,172,0.462,462,9,0.0455
2026-01-02,Paid Search,4430,14060,3824,0.389,244,90,0.0203
2026-01-02,Social Media,1220,4090,931,0.662,599,26,0.0213
2026-01-02,Direct,4278,14662,3444,0.626,170,60,0.014
2026-01-02,Referral,2735,8287,2547,0.656,363,89,0.0325
2026-01-02,Email,4799,16640,3505,0.534,495,88,0.0183
2026-01-03,Organic Search,1643,4484,1512,0.32,402,25,0.0152
2026-01-03,Paid Search,2557,9697,1796,0.379,237,92,0.036
2026-01-03,Social Media,314,784,268,0.647,347,14,0.0446
2026-01-03,Direct,3407,8273,2419,0.628,141,34,0.01
2026-01-03,Referral,4796,16624,4452,0.528,324,123,0.0256
2026-01-03,Email,315,830,278,0.519,515,14,0.0444
2026-01-04,Organic Search,398,1338,306,0.651,548,10,0.0251
2026-01-04,Paid Search,1509,2358,1417,0.372,519,15,0.0099
2026-01-04,Social Media,208,694,163,0.582,144,7,0.0337
2026-01-04,Direct,3909,9107,3447,0.688,441,170,0.0435
2026-01-04,Referral,385,1309,358,0.346,479,10,0.026
2026-01-04,Email,791,2069,683,0.374,591,15,0.019
2026-01-05,Organic Search,4295,15102,3153,0.329,292,208,0.0484
2026-01-05,Paid Search,1007,2886,728,0.389,432,44,0.0437
2026-01-05,Social Media,1167,2749,1041,0.338,564,48,0.0411
2026-01-05,Direct,1244,3486,1126,0.567,154,61,0.049
2026-01-05,Referral,2591,9637,2239,0.393,465,91,0.0351
2026-01-05,Email,1008,2780,770,0.367,552,20,0.0198
2026-01-06,Organic Search,3643,12473,2878,0.698,157,158,0.0434
2026-01-06,Paid Search,3745,11181,3292,0.539,527,114,0.0304
2026-01-06,Social Media,1612,3693,1416,0.53,217,70,0.0434
2026-01-06,Direct,1974,6348,1792,0.365,69,32,0.0162
2026-01-06,Referral,4031,12445,2974,0.333,343,176,0.0437
2026-01-06,Email,1059,3275,770,0.629,196,43,0.0406
2026-01-07,Organic Search,4272,12136,3107,0.679,517,87,0.0204
2026-01-07,Paid Search,4014,9930,2900,0.483,114,47,0.0117
2026-01-07,Social Media,4876,15246,4371,0.504,339,49,0.01
2026-01-07,Direct,2742,10862,2197,0.567,432,63,0.023
2026-01-07,Referral,4366,16708,3740,0.48,299,176,0.0403
2026-01-07,Email,907,2302,827,0.483,310,14,0.0154
2026-01-08,Organic Search,1249,2388,999,0.441,412,21,0.0168
2026-01-08,Paid Search,3911,12600,3257,0.608,561,164,0.0419
2026-01-08,Social Media,548,2173,471,0.584,147,22,0.0401
2026-01-08,Direct,2556,6843,2418,0.591,245,68,0.0266
2026-01-08,Referral,3162,10530,2803,0.335,214,49,0.0155
2026-01-08,Email,3465,10992,2917,0.344,147,110,0.0317
2026-01-09,Organic Search,1837,5063,1506,0.588,592,91,0.0495
2026-01-09,Paid Search,4833,17609,4245,0.442,172,84,0.0174
2026-01-09,Social Media,766,2954,607,0.531,244,25,0.0326
2026-01-09,Direct,2460,7374,2092,0.56,526,89,0.0362
2026-01-09,Referral,1656,4717,1519,0.646,442,43,0.026
2026-01-09,Email,1985,4902,1719,0.527,228,67,0.0338
2026-01-10,Organic Search,3429,12968,2576,0.482,182,46,0.0134
2026-01-10,Paid Search,3463,13649,2873,0.632,290,74,0.0214
2026-01-10,Social Media,1996,6222,1775,0.33,326,55,0.0276
2026-01-10,Direct,3447,8364,3197,0.507,180,108,0.0313
2026-01-10,Referral,362,829,255,0.379,78,11,0.0304
2026-01-10,Email,2788,5847,2543,0.533,66,114,0.0409
2026-01-11,Organic Search,1146,3601,846,0.509,125,42,0.0366
2026-01-11,Paid Search,4899,17225,3662,0.666,437,78,0.0159
2026-01-11,Social Media,1256,3033,927,0.365,557,26,0.0207
2026-01-11,Direct,3554,13271,2609,0.575,462,73,0.0205
2026-01-11,Referral,1628,3733,1273,0.351,124,53,0.0326
2026-01-11,Email,4223,9663,3777,0.486,213,177,0.0419
2026-01-12,Organic Search,2441,6980,2034,0.574,236,41,0.0168
2026-01-12,Paid Search,151,511,131,0.38,355,2,0.0132
2026-01-12,Social Media,2301,7023,2180,0.398,435,80,0.0348
2026-01-12,Direct,4056,9111,2936,0.554,255,103,0.0254
2026-01-12,Referral,3309,13182,2940,0.494,539,84,0.0254
2026-01-12,Email,2883,7835,2376,0.31,504,91,0.0316
2026-01-13,Organic Search,2099,3522,1847,0.581,225,49,0.0233
2026-01-13,Paid Search,647,1231,460,0.371,286,25,0.0386
2026-01-13,Social Media,820,1863,738,0.337,116,26,0.0317
2026-01-13,Direct,4180,9481,3115,0.582,566,94,0.0225
2026-01-13,Referral,1149,3521,1013,0.413,279,39,0.0339
2026-01-13,Email,4902,10725,4555,0.447,349,240,0.049
2026-01-14,Organic Search,1781,4071,1498,0.592,465,81,0.0455
2026-01-14,Paid Search,2593,6608,2245,0.302,539,129,0.0497
2026-01-14,Social Media,1809,2943,1420,0.46,156,82,0.0453
2026-01-14,Direct,4588,9706,3344,0.698,455,91,0.0198
2026-01-14,Referral,2043,3455,1495,0.385,76,66,0.0323
2026-01-14,Email,1836,5311,1306,0.375,72,53,0.0289
2026-01-15,Organic Search,2433,6819,2147,0.678,550,58,0.0238
2026-01-15,Paid Search,874,2022,827,0.461,151,43,0.0492
2026-01-15,Social Media,944,3151,690,0.585,473,41,0.0434
2026-01-15,Direct,1337,3724,1044,0.503,487,35,0.0262
2026-01-15,Referral,131,221,118,0.669,235,4,0.0305
2026-01-15,Email,2403,3628,1973,0.609,200,29,0.0121
2026-01-16,Organic Search,2767,7073,2523,0.317,427,113,0.0408
2026-01-16,Paid Search,2253,5308,1852,0.676,69,70,0.0311
2026-01-16,Social Media,3735,7441,2973,0.488,417,49,0.0131
2026-01-16,Direct,4685,17069,3845,0.308,162,121,0.0258
2026-01-16,Referral,3774,11495,3158,0.683,212,162,0.0429
2026-01-16,Email,1479,4986,1195,0.564,216,61,0.0412
2026-01-17,Organic Search,1522,2504,1309,0.685,494,17,0.0112
2026-01-17,Paid Search,347,1386,246,0.335,496,4,0.0115
2026-01-17,Social Media,2090,4195,1684,0.324,138,29,0.0139
2026-01-17,Direct,4736,10921,3592,0.445,561,71,0.015
2026-01-17,Referral,3342,7252,2847,0.412,573,142,0.0425
2026-01-17,Email,205,398,167,0.42,364,4,0.0195
2026-01-18,Organic Search,3252,7653,2965,0.329,556,149,0.0458
2026-01-18,Paid Search,3414,9790,2549,0.336,295,120,0.0351
2026-01-18,Social Media,1171,2495,867,0.384,532,14,0.012
2026-01-18,Direct,2573,4201,1958,0.411,244,39,0.0152
2026-01-18,Referral,1878,7510,1530,0.536,386,42,0.0224
2026-01-18,Email,2026,7971,1433,0.416,345,50,0.0247
2026-01-19,Organic Search,4620,8462,4172,0.41,347,177,0.0383
2026-01-19,Paid Search,2923,8068,2340,0.622,512,62,0.0212
2026-01-19,Social Media,4713,14628,3542,0.575,516,217,0.046
2026-01-19,Direct,2526,4057,2049,0.302,414,79,0.0313
2026-01-19,Referral,3923,9340,2748,0.54,590,158,0.0403
2026-01-19,Email,291,905,218,0.56,560,7,0.0241
2026-01-20,Organic Search,4118,10592,3817,0.31,327,202,0.0491
2026-01-20,Paid Search,3972,7163,3089,0.493,212,178,0.0448
2026-01-20,Social Media,1878,2930,1378,0.43,233,30,0.016
2026-01-20,Direct,722,2626,651,0.333,397,22,0.0305
2026-01-20,Referral,147,264,104,0.649,140,6,0.0408
2026-01-20,Email,4294,14704,3432,0.474,431,48,0.0112
2026-01-21,Organic Search,674,1761,515,0.666,60,7,0.0104
2026-01-21,Paid Search,4565,15653,4031,0.557,549,213,0.0467
2026-01-21,Social Media,2269,7658,2113,0.351,135,24,0.0106
2026-01-21,Direct,4017,9775,3720,0.318,396,153,0.0381
2026-01-21,Referral,1741,3810,1364,0.394,448,46,0.0264
2026-01-21,Email,2090,3582,1797,0.533,347,28,0.0134
2026-01-22,Organic Search,4715,15514,3819,0.668,418,158,0.0335
2026-01-22,Paid Search,416,974,379,0.639,479,17,0.0409
2026-01-22,Social Media,3777,10851,3073,0.632,573,86,0.0228
2026-01-22,Direct,1295,4696,933,0.645,485,22,0.017
2026-01-22,Referral,3654,9582,3329,0.593,474,72,0.0197
2026-01-22,Email,3395,9165,2880,0.559,84,39,0.0115
2026-01-23,Organic Search,2172,7184,1790,0.52,236,59,0.0272
2026-01-23,Paid Search,3519,10831,2912,0.61,582,77,0.0219
2026-01-23,Social Media,2819,5656,2193,0.353,138,97,0.0344
2026-01-23,Direct,1194,2841,912,0.303,501,49,0.041
2026-01-23,Referral,4895,14472,4173,0.484,70,60,0.0123
2026-01-23,Email,3737,11743,3047,0.478,374,143,0.0383
2026-01-24,Organic Search,3568,12810,2924,0.508,85,129,0.0362
2026-01-24,Paid Search,865,2242,793,0.312,86,23,0.0266
2026-01-24,Social Media,1097,3444,931,0.324,132,14,0.0128
2026-01-24,Direct,540,2010,425,0.431,267,26,0.0481
2026-01-24,Referral,2126,7585,1554,0.454,184,81,0.0381
2026-01-24,Email,3120,6086,2881,0.514,486,94,0.0301
2026-01-25,Organic Search,3348,7027,2822,0.328,139,163,0.0487
2026-01-25,Paid Search,2553,10200,2276,0.575,306,55,0.0215
2026-01-25,Social Media,2633,10447,2349,0.624,455,72,0.0273
2026-01-25,Direct,4117,13919,3572,0.676,299,157,0.0381
2026-01-25,Referral,810,2323,724,0.317,514,23,0.0284
2026-01-25,Email,4479,14057,3781,0.306,472,222,0.0496
2026-01-26,Organic Search,3080,9410,2355,0.671,88,67,0.0218
2026-01-26,Paid Search,2140,8452,1870,0.379,105,39,0.0182
2026-01-26,Social Media,1016,3658,723,0.388,283,49,0.0482
2026-01-26,Direct,912,3277,748,0.456,97,9,0.0099
2026-01-26,Referral,3269,5339,2407,0.7,272,137,0.0419
2026-01-26,Email,4655,10569,4375,0.677,564,214,0.046
2026-01-27,Organic Search,2966,10200,2673,0.5,395,42,0.0142
2026-01-27,Paid Search,2342,8380,1980,0.323,406,114,0.0487
2026-01-27,Social Media,2897,10522,2588,0.571,597,93,0.0321
2026-01-27,Direct,2739,6085,2154,0.443,433,65,0.0237
2026-01-27,Referral,853,1683,749,0.303,500,28,0.0328
2026-01-27,Email,611,2382,530,0.473,104,24,0.0393
2026-01-28,Organic Search,4040,12631,3806,0.489,535,122,0.0302
2026-01-28,Paid Search,1154,3530,876,0.379,455,21,0.0182
2026-01-28,Social Media,3101,11224,2644,0.668,357,96,0.031
2026-01-28,Direct,3283,6774,2640,0.592,350,124,0.0378
2026-01-28,Referral,4501,7046,3771,0.542,357,148,0.0329
2026-01-28,Email,2973,10544,2482,0.464,313,95,0.032
2026-01-29,Organic Search,2515,9624,1927,0.347,511,83,0.033
2026-01-29,Paid Search,2252,7175,1711,0.482,599,43,0.0191
2026-01-29,Social Media,2661,7990,2327,0.466,265,43,0.0162
2026-01-29,Direct,3170,10188,2897,0.659,515,132,0.0416
2026-01-29,Referral,3746,13134,2916,0.671,213,117,0.0312
2026-01-29,Email,751,2189,555,0.408,553,29,0.0386
2026-01-30,Organic Search,2906,11619,2611,0.551,238,111,0.0382
2026-01-30,Paid Search,1572,3343,1435,0.478,247,76,0.0483
2026-01-30,Social Media,2352,8890,2150,0.658,384,90,0.0383
2026-01-30,Direct,4252,7626,3761,0.378,81,148,0.0348
2026-01-30,Referral,4521,18012,3655,0.425,98,96,0.0212
2026-01-30,Email,129,434,103,0.515,473,4,0.031
2026-01-31,Organic Search,2713,10562,2044,0.695,139,61,0.0225
2026-01-31,Paid Search,4632,17215,4124,0.547,292,153,0.033
2026-01-31,Social Media,1151,3979,841,0.309,372,29,0.0252
2026-01-31,Direct,719,1937,673,0.628,141,12,0.0167
2026-01-31,Referral,4925,17317,4138,0.462,195,106,0.0215
2026-01-31,Email,1682,2569,1183,0.31,507,70,0.0416
2026-02-01,Organic Search,1824,3658,1467,0.408,235,26,0.0143
2026-02-01,Paid Search,4490,10476,3499,0.573,125,95,0.0212
2026-02-01,Social Media,738,2170,688,0.423,285,34,0.0461
2026-02-01,Direct,2879,9828,2500,0.33,352,120,0.0417
2026-02-01,Referral,4451,13736,3939,0.629,368,204,0.0458
2026-02-01,Email,3314,10460,2631,0.539,239,68,0.0205
2026-02-02,Organic Search,3995,9260,3755,0.618,492,146,0.0365
2026-02-02,Paid Search,2763,6948,2586,0.545,143,99,0.0358
2026-02-02,Social Media,746,2342,542,0.411,359,9,0.0121
2026-02-02,Direct,242,531,197,0.688,106,2,0.0083
2026-02-02,Referral,967,3013,905,0.357,547,28,0.029
2026-02-02,Email,4867,14890,4391,0.361,584,192,0.0394
2026-02-03,Organic Search,549,1514,446,0.449,556,10,0.0182
2026-02-03,Paid Search,1601,6179,1507,0.301,449,72,0.045
2026-02-03,Social Media,2133,3493,1758,0.462,168,34,0.0159
2026-02-03,Direct,1105,2130,789,0.683,284,52,0.0471
2026-02-03,Referral,429,878,306,0.593,326,15,0.035
2026-02-03,Email,3946,9447,2821,0.372,396,177,0.0449
2026-02-04,Organic Search,3265,7042,2834,0.34,181,57,0.0175
2026-02-04,Paid Search,3513,9880,2605,0.562,215,41,0.0117
2026-02-04,Social Media,1698,6449,1478,0.319,443,20,0.0118
2026-02-04,Direct,1934,6586,1489,0.536,340,96,0.0496
2026-02-04,Referral,2911,9841,2038,0.494,390,91,0.0313
2026-02-04,Email,3319,8693,2651,0.311,513,151,0.0455
2026-02-05,Organic Search,2600,9036,2226,0.437,516,119,0.0458
2026-02-05,Paid Search,700,2535,556,0.675,394,29,0.0414
2026-02-05,Social Media,4981,9671,4062,0.629,448,83,0.0167
2026-02-05,Direct,3364,11577,2384,0.317,574,58,0.0172
2026-02-05,Referral,309,497,291,0.562,172,10,0.0324
2026-02-05,Email,1606,5755,1188,0.607,263,48,0.0299
2026-02-06,Organic Search,3950,11562,3542,0.695,213,44,0.0111
2026-02-06,Paid Search,4844,17515,4300,0.677,516,138,0.0285
2026-02-06,Social Media,1997,5606,1812,0.459,525,43,0.0215
2026-02-06,Direct,2914,8790,2642,0.603,298,83,0.0285
2026-02-06,Referral,598,927,464,0.591,328,24,0.0401
2026-02-06,Email,1651,5199,1485,0.369,393,67,0.0406
2026-02-07,Organic Search,4557,11977,3863,0.694,192,66,0.0145
2026-02-07,Paid Search,2706,7012,2335,0.537,432,61,0.0225
2026-02-07,Social Media,293,1088,248,0.623,465,11,0.0375
2026-02-07,Direct,2709,10411,2317,0.427,587,74,0.0273
2026-02-07,Referral,3664,7799,3352,0.365,388,98,0.0267
2026-02-07,Email,2839,9969,2540,0.517,376,60,0.0211
2026-02-08,Organic Search,3922,11287,2949,0.671,139,120,0.0306
2026-02-08,Paid Search,3848,8149,3087,0.612,430,164,0.0426
2026-02-08,Social Media,1175,2665,1055,0.653,527,48,0.0409
2026-02-08,Direct,699,2244,593,0.39,142,27,0.0386
2026-02-08,Referral,3039,7284,2494,0.61,250,87,0.0286
2026-02-08,Email,1847,4415,1407,0.555,443,80,0.0433
2026-02-09,Organic Search,3019,6260,2718,0.633,141,51,0.0169
2026-02-09,Paid Search,2943,7615,2448,0.4,333,35,0.0119
2026-02-09,Social Media,3856,6489,3660,0.494,283,116,0.0301
2026-02-09,Direct,3758,7748,3322,0.473,455,184,0.049
2026-02-09,Referral,948,2223,892,0.632,496,27,0.0285
2026-02-09,Email,1495,3074,1167,0.599,95,74,0.0495
2026-02-10,Organic Search,1353,2416,1234,0.595,234,61,0.0451
2026-02-10,Paid Search,3611,12902,3292,0.356,390,168,0.0465
2026-02-10,Social Media,970,3079,772,0.567,463,10,0.0103
2026-02-10,Direct,4197,16493,3366,0.385,191,197,0.0469
2026-02-10,Referral,2189,8619,1895,0.641,81,27,0.0123
2026-02-10,Email,2506,6212,1952,0.654,344,58,0.0231
2026-02-11,Organic Search,4209,10711,3634,0.33,563,80,0.019
2026-02-11,Paid Search,1221,2996,1097,0.35,244,27,0.0221
2026-02-11,Social Media,1819,6182,1385,0.314,298,35,0.0192
2026-02-11,Direct,3462,12457,3125,0.566,583,37,0.0107
2026-02-11,Referral,3392,11821,2586,0.554,241,51,0.015
2026-02-11,Email,2487,6386,1934,0.363,175,27,0.0109
2026-02-12,Organic Search,1134,2492,1023,0.409,387,23,0.0203
2026-02-12,Paid Search,920,3048,793,0.641,106,25,0.0272
2026-02-12,Social Media,2782,7498,2312,0.311,426,126,0.0453
2026-02-12,Direct,3021,6697,2376,0.556,298,115,0.0381
2026-02-12,Referral,869,2219,621,0.667,569,25,0.0288
2026-02-12,Email,876,1772,716,0.34,127,11,0.0126
2026-02-13,Organic Search,1793,4090,1378,0.661,160,84,0.0468
2026-02-13,Paid Search,654,2367,575,0.51,242,9,0.0138
2026-02-13,Social Media,4972,14710,3536,0.686,339,182,0.0366
2026-02-13,Direct,304,653,271,0.475,379,10,0.0329
2026-02-13,Referral,1803,6981,1444,0.36,318,74,0.041
2026-02-13,Email,3721,7821,3034,0.544,500,54,0.0145
2026-02-14,Organic Search,1917,3575,1374,0.488,521,83,0.0433
2026-02-14,Paid Search,851,2762,721,0.386,362,24,0.0282
2026-02-14,Social Media,4242,11898,3042,0.371,217,169,0.0398
2026-02-14,Direct,3765,14666,3351,0.623,194,91,0.0242
2026-02-14,Referral,237,910,210,0.634,596,11,0.0464
2026-02-14,Email,3183,10327,2947,0.398,95,144,0.0452
2026-02-15,Organic Search,1735,2930,1564,0.539,201,33,0.019
2026-02-15,Paid Search,4918,17090,3761,0.384,382,75,0.0153
2026-02-15,Social Media,1260,3708,1043,0.649,387,33,0.0262
2026-02-15,Direct,2505,9808,2172,0.508,143,66,0.0263
2026-02-15,Referral,3169,5007,2324,0.602,347,66,0.0208
2026-02-15,Email,599,1235,469,0.629,216,17,0.0284
2026-02-16,Organic Search,2747,7608,2272,0.665,337,54,0.0197
2026-02-16,Paid Search,4573,16742,3428,0.44,298,171,0.0374
2026-02-16,Social Media,481,1431,401,0.417,276,8,0.0166
2026-02-16,Direct,2761,4508,1956,0.311,476,39,0.0141
2026-02-16,Referral,2753,11008,2284,0.527,172,28,0.0102
2026-02-16,Email,1880,3609,1688,0.392,221,77,0.041
2026-02-17,Organic Search,258,849,190,0.33,114,9,0.0349
2026-02-17,Paid Search,1868,5895,1643,0.491,184,31,0.0166
2026-02-17,Social Media,2366,8504,1931,0.39,435,52,0.022
2026-02-17,Direct,2581,6342,2110,0.459,474,88,0.0341
2026-02-17,Referral,4019,13222,3700,0.536,320,53,0.0132
2026-02-17,Email,4775,9480,3810,0.505,75,189,0.0396
2026-02-18,Organic Search,4181,13926,3584,0.687,153,108,0.0258
2026-02-18,Paid Search,1624,3219,1340,0.654,378,61,0.0376
2026-02-18,Social Media,1908,6910,1526,0.604,246,82,0.043
2026-02-18,Direct,527,1963,442,0.531,490,8,0.0152
2026-02-18,Referral,3907,6109,3269,0.438,61,76,0.0195
2026-02-18,Email,4118,9472,3141,0.675,296,124,0.0301
2026-02-19,Organic Search,1820,5055,1474,0.563,90,85,0.0467
2026-02-19,Paid Search,2312,9225,2178,0.551,540,40,0.0173
2026-02-19,Social Media,4271,16767,3476,0.664,114,177,0.0414
2026-02-19,Direct,1664,4004,1558,0.58,556,35,0.021
2026-02-19,Referral,1979,3397,1550,0.348,300,21,0.0106
2026-02-19,Email,4223,9838,3587,0.6,201,179,0.0424
2026-02-20,Organic Search,861,2096,720,0.37,414,13,0.0151
2026-02-20,Paid Search,2532,6908,2368,0.659,157,54,0.0213
2026-02-20,Social Media,3240,5936,2817,0.476,554,143,0.0441
2026-02-20,Direct,354,1033,294,0.639,481,7,0.0198
2026-02-20,Referral,515,816,406,0.634,326,13,0.0252
2026-02-20,Email,1863,2898,1564,0.635,107,72,0.0386
